track_id,display_name,event_name,series,event_tier,event_year,round,venue_name,city,country_or_region,iso_country_code,atlas_region,venue_type,course_variant,direction,course_segment,start_description,finish_description,initiation_description,judged_features,selection_score,diversity_tags,evidence_status,production_clearance,redraw_basis,source_licenses,derivative_risk,researcher,reviewer,status,version
no-rakkestad-rudskogen-motorsenter-gatebil-breisladden-2020,Gatebil Breisladden 2020 — Rudskogen Motorsenter,Gatebil Breisladden Top 6,Gatebil Breisladden,historic_independent_invitation,2020,Top 6,Rudskogen Motorsenter,Rakkestad,Norway,NO,Europe,permanent,Breisladden judged sector,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,marked/staged competition start visible in the cited run,end of the judged sequence visible in the cited run,first judged initiation visible after the acceleration zone; exact marker coordinates require the production review pass,only features visibly marked or repeatedly demonstrated in the cited event source; no inferred clip points are authorized,82,permanent|independent|invitational,source-threshold-met,pending-independent-blind-review,Reconstruct factual topology from the competition run plus a separate OSM/venue context map; do not trace either source artwork.,Competition media: reference-only; OSM context: ODbL attribution required if geometry is derived.,medium,Codex research execution 2026-08-17,,research-complete,1.0.0
nz-taupo-taupo-international-motorsport-p-d1nz-2024,D1NZ 2024 — Taupo International Motorsport Park,D1NZ Rd.1,D1NZ,mature_national,2024,Rd.1,Taupo International Motorsport Park,Taupo,New Zealand,NZ,Oceania,permanent,event judged sector,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,marked/staged competition start visible in the cited run,end of the judged sequence visible in the cited run,first judged initiation visible after the acceleration zone; exact marker coordinates require the production review pass,only features visibly marked or repeatedly demonstrated in the cited event source; no inferred clip points are authorized,90,permanent|national-series,source-threshold-met,pending-independent-blind-review,Reconstruct factual topology from the competition run plus a separate OSM/venue context map; do not trace either source artwork.,Competition media: reference-only; OSM context: ODbL attribution required if geometry is derived.,medium,Codex research execution 2026-08-17,,research-complete,1.0.0
nz-hampton-downs-hampton-downs-motorsport-park-d1nz-2024,D1NZ 2024 — Hampton Downs Motorsport Park,D1NZ Rd.2,D1NZ,mature_national,2024,Rd.2,Hampton Downs Motorsport Park,Hampton Downs,New Zealand,NZ,Oceania,permanent,event judged sector,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,marked/staged competition start visible in the cited run,end of the judged sequence visible in the cited run,first judged initiation visible after the acceleration zone; exact marker coordinates require the production review pass,only features visibly marked or repeatedly demonstrated in the cited event source; no inferred clip points are authorized,90,permanent|national-series,source-threshold-met,pending-independent-blind-review,Reconstruct factual topology from the competition run plus a separate OSM/venue context map; do not trace either source artwork.,Competition media: reference-only; OSM context: ODbL attribution required if geometry is derived.,medium,Codex research execution 2026-08-17,,research-complete,1.0.0
nz-feilding-manfeild-circuit-chris-amon-d1nz-2024,D1NZ 2024 — Manfeild Circuit Chris Amon,D1NZ Rd.4,D1NZ,mature_national,2024,Rd.4,Manfeild Circuit Chris Amon,Feilding,New Zealand,NZ,Oceania,permanent,reverse event judged sector,event-designated reverse course direction; start-to-finish sequence confirmed by broadcast,event-specific judged segment shown in the cited competition source; not the venue full-lap map,marked/staged competition start visible in the cited run,end of the judged sequence visible in the cited run,first judged initiation visible after the acceleration zone; exact marker coordinates require the production review pass,only features visibly marked or repeatedly demonstrated in the cited event source; no inferred clip points are authorized,92,permanent|reverse|national-series,source-threshold-met,pending-independent-blind-review,Reconstruct factual topology from the competition run plus a separate OSM/venue context map; do not trace either source artwork.,Competition media: reference-only; OSM context: ODbL attribution required if geometry is derived.,medium,Codex research execution 2026-08-17,,research-complete,1.0.0
nz-tauranga-baypark-stadium-d1nz-2026,D1NZ 2026 — Baypark Stadium,D1NZ Rd.5,D1NZ,mature_national,2026,Rd.5,Baypark Stadium,Tauranga,New Zealand,NZ,Oceania,stadium,temporary stadium course,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,marked/staged competition start visible in the cited run,end of the judged sequence visible in the cited run,first judged initiation visible after the acceleration zone; exact marker coordinates require the production review pass,only features visibly marked or repeatedly demonstrated in the cited event source; no inferred clip points are authorized,94,temporary|stadium|national-series,source-threshold-met,pending-independent-blind-review,Reconstruct factual topology from the competition run plus a separate OSM/venue context map; do not trace either source artwork.,Competition media: reference-only; OSM context: ODbL attribution required if geometry is derived.,medium,Codex research execution 2026-08-17,,research-complete,1.0.0
au-willowbank-queensland-raceway-hi-tec-oils-drift-allstars-2024,Hi-Tec Oils Drift Allstars 2024 — Queensland Raceway,Hi-Tec Oils Drift Allstars Rd.2,Hi-Tec Oils Drift Allstars,mature_national,2024,Rd.2,Queensland Raceway,Willowbank,Australia,AU,Oceania,permanent,event judged sector,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,marked/staged competition start visible in the cited run,end of the judged sequence visible in the cited run,first judged initiation visible after the acceleration zone; exact marker coordinates require the production review pass,only features visibly marked or repeatedly demonstrated in the cited event source; no inferred clip points are authorized,85,permanent|national-series,source-threshold-met,pending-independent-blind-review,Reconstruct factual topology from the competition run plus a separate OSM/venue context map; do not trace either source artwork.,Competition media: reference-only; OSM context: ODbL attribution required if geometry is derived.,medium,Codex research execution 2026-08-17,,research-complete,1.0.0
sg-singapore-changi-exhibition-centre-formula-drift-asia-2012,Formula Drift Asia 2012 — Changi Exhibition Centre,Formula Drift Asia Singapore round,Formula Drift Asia,international_continental_top,2012,Singapore round,Changi Exhibition Centre,Singapore,Singapore,SG,Asia (excluding Japan),parking,temporary exhibition-centre course,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,marked/staged competition start visible in the cited run,end of the judged sequence visible in the cited run,first judged initiation visible after the acceleration zone; exact marker coordinates require the production review pass,only features visibly marked or repeatedly demonstrated in the cited event source; no inferred clip points are authorized,78,temporary|parking|two-source-route,source-threshold-met,pending-independent-blind-review,Reconstruct factual topology from the competition run plus a separate OSM/venue context map; do not trace either source artwork.,Competition media: reference-only; OSM context: ODbL attribution required if geometry is derived.,medium,Codex research execution 2026-08-17,,research-complete,1.0.0
my-kuala-lumpur-speed-city-kl-formula-drift-asia-2012,Formula Drift Asia 2012 — Speed City KL,Formula Drift Asia Malaysia round,Formula Drift Asia,international_continental_top,2012,Malaysia round,Speed City KL,Kuala Lumpur,Malaysia,MY,Asia (excluding Japan),permanent,event judged sector,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,marked/staged competition start visible in the cited run,end of the judged sequence visible in the cited run,first judged initiation visible after the acceleration zone; exact marker coordinates require the production review pass,only features visibly marked or repeatedly demonstrated in the cited event source; no inferred clip points are authorized,76,permanent|two-source-route,source-threshold-met,pending-independent-blind-review,Reconstruct factual topology from the competition run plus a separate OSM/venue context map; do not trace either source artwork.,Competition media: reference-only; OSM context: ODbL attribution required if geometry is derived.,medium,Codex research execution 2026-08-17,,research-complete,1.0.0
th-bangkok-bangkok-temporary-drift-venue-formula-drift-asia-2012,Formula Drift Asia 2012 — Bangkok temporary drift venue,Formula Drift Asia Thailand round,Formula Drift Asia,international_continental_top,2012,Thailand round,Bangkok temporary drift venue,Bangkok,Thailand,TH,Asia (excluding Japan),parking,temporary Bangkok course,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,marked/staged competition start visible in the cited run,end of the judged sequence visible in the cited run,first judged initiation visible after the acceleration zone; exact marker coordinates require the production review pass,only features visibly marked or repeatedly demonstrated in the cited event source; no inferred clip points are authorized,74,temporary|parking|two-source-route,source-threshold-met,pending-independent-blind-review,Reconstruct factual topology from the competition run plus a separate OSM/venue context map; do not trace either source artwork.,Competition media: reference-only; OSM context: ODbL attribution required if geometry is derived.,high,Codex research execution 2026-08-17,,research-complete,1.0.0
id-jakarta-jiexpo-kemayoran-formula-drift-asia-2011,Formula Drift Asia 2011 — JIExpo Kemayoran,Formula Drift Asia Indonesia round,Formula Drift Asia,international_continental_top,2011,Indonesia round,JIExpo Kemayoran,Jakarta,Indonesia,ID,Asia (excluding Japan),parking,temporary exhibition-centre course,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,marked/staged competition start visible in the cited run,end of the judged sequence visible in the cited run,first judged initiation visible after the acceleration zone; exact marker coordinates require the production review pass,only features visibly marked or repeatedly demonstrated in the cited event source; no inferred clip points are authorized,78,temporary|parking|two-source-route,source-threshold-met,pending-independent-blind-review,Reconstruct factual topology from the competition run plus a separate OSM/venue context map; do not trace either source artwork.,Competition media: reference-only; OSM context: ODbL attribution required if geometry is derived.,medium,Codex research execution 2026-08-17,,research-complete,1.0.0
cn-beijing-beijing-d1-special-venue-d1-grand-prix-china-2016,D1 Grand Prix China 2016 — Beijing D1 Special Venue,D1 Grand Prix China Rd.3–4,D1 Grand Prix China,mature_national,2016,Rd.3–4,Beijing D1 Special Venue,Beijing,China,CN,Asia (excluding Japan),parking,Beijing temporary course,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,marked/staged competition start visible in the cited run,end of the judged sequence visible in the cited run,first judged initiation visible after the acceleration zone; exact marker coordinates require the production review pass,only features visibly marked or repeatedly demonstrated in the cited event source; no inferred clip points are authorized,83,temporary|parking|national-series,source-threshold-met,pending-independent-blind-review,Reconstruct factual topology from the competition run plus a separate OSM/venue context map; do not trace either source artwork.,Competition media: reference-only; OSM context: ODbL attribution required if geometry is derived.,medium,Codex research execution 2026-08-17,,research-complete,1.0.0
tw-taichung-lihpao-racing-park-tdgp2-2026,TDGP2 2026 — Lihpao Racing Park,Taiwan Drift GP2 2026 Round 1,TDGP2,mature_national,2026,Rd.1,Lihpao Racing Park,Taichung,Taiwan,TW,Asia (excluding Japan),permanent,event judged sector,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,marked/staged competition start visible in the cited run,end of the judged sequence visible in the cited run,first judged initiation visible after the acceleration zone; exact marker coordinates require the production review pass,only features visibly marked or repeatedly demonstrated in the cited event source; no inferred clip points are authorized,81,permanent|national-series,source-threshold-met,pending-independent-blind-review,Reconstruct factual topology from the competition run plus a separate OSM/venue context map; do not trace either source artwork.,Competition media: reference-only; OSM context: ODbL attribution required if geometry is derived.,medium,Codex research execution 2026-08-17,,research-complete,1.0.0
br-londrina-autodromo-internacional-ayrton-s-ultimate-drift-2023,Ultimate Drift 2023 — Autodromo Internacional Ayrton Senna,Ultimate Drift Rd.5,Ultimate Drift,mature_national,2023,Rd.5,Autodromo Internacional Ayrton Senna,Londrina,Brazil,BR,Latin America (excluding Mexico),permanent,oval/infield judged sector,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,marked/staged competition start visible in the cited run,end of the judged sequence visible in the cited run,first judged initiation visible after the acceleration zone; exact marker coordinates require the production review pass,only features visibly marked or repeatedly demonstrated in the cited event source; no inferred clip points are authorized,90,permanent|national-series,source-threshold-met,pending-independent-blind-review,Reconstruct factual topology from the competition run plus a separate OSM/venue context map; do not trace either source artwork.,Competition media: reference-only; OSM context: ODbL attribution required if geometry is derived.,medium,Codex research execution 2026-08-17,,research-complete,1.0.0
ar-buenos-aires-autodromo-juan-y-oscar-galvez-drift-sudamerica-2017,Drift Sudamerica 2017 — Autodromo Juan y Oscar Galvez,Drift Sudamerica Buenos Aires competition,Drift Sudamerica,historic_independent_invitation,2017,Buenos Aires competition,Autodromo Juan y Oscar Galvez,Buenos Aires,Argentina,AR,Latin America (excluding Mexico),permanent,event judged sector,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,marked/staged competition start visible in the cited run,end of the judged sequence visible in the cited run,first judged initiation visible after the acceleration zone; exact marker coordinates require the production review pass,only features visibly marked or repeatedly demonstrated in the cited event source; no inferred clip points are authorized,74,permanent|independent|two-source-route,source-threshold-met,pending-independent-blind-review,Reconstruct factual topology from the competition run plus a separate OSM/venue context map; do not trace either source artwork.,Competition media: reference-only; OSM context: ODbL attribution required if geometry is derived.,high,Codex research execution 2026-08-17,,research-complete,1.0.0
cl-san-antonio-autodromo-san-antonio-campeonato-nacional-de-drift-chi-2023,Campeonato Nacional de Drift Chile 2023 — Autodromo San Antonio,Campeonato Nacional de Drift Chile Stage 2,Campeonato Nacional de Drift Chile,mature_national,2023,Stage 2,Autodromo San Antonio,San Antonio,Chile,CL,Latin America (excluding Mexico),permanent,event judged sector,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,marked/staged competition start visible in the cited run,end of the judged sequence visible in the cited run,first judged initiation visible after the acceleration zone; exact marker coordinates require the production review pass,only features visibly marked or repeatedly demonstrated in the cited event source; no inferred clip points are authorized,75,permanent|national-series|two-source-route,source-threshold-met,pending-independent-blind-review,Reconstruct factual topology from the competition run plus a separate OSM/venue context map; do not trace either source artwork.,Competition media: reference-only; OSM context: ODbL attribution required if geometry is derived.,medium,Codex research execution 2026-08-17,,research-complete,1.0.0
cr-alajuela-parque-viva-circuito-starcars-campeonato-nacional-de-drift-cos-2018,Campeonato Nacional de Drift Costa Rica 2018 — Parque Viva Circuito StarCars,Campeonato Nacional de Drift Costa Rica Rd.2,Campeonato Nacional de Drift Costa Rica,mature_national,2018,Rd.2,Parque Viva Circuito StarCars,Alajuela,Costa Rica,CR,Latin America (excluding Mexico),permanent,event judged sector,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,marked/staged competition start visible in the cited run,end of the judged sequence visible in the cited run,first judged initiation visible after the acceleration zone; exact marker coordinates require the production review pass,only features visibly marked or repeatedly demonstrated in the cited event source; no inferred clip points are authorized,77,permanent|national-series|two-source-route,source-threshold-met,pending-independent-blind-review,Reconstruct factual topology from the competition run plus a separate OSM/venue context map; do not trace either source artwork.,Competition media: reference-only; OSM context: ODbL attribution required if geometry is derived.,high,Codex research execution 2026-08-17,,research-complete,1.0.0
om-muscat-muscat-drift-arena-oman-international-drift-champio-2024,Oman International Drift Championship 2024 — Muscat Drift Arena,Oman International Drift Championship Rd.1,Oman International Drift Championship,international_continental_top,2024,Rd.1,Muscat Drift Arena,Muscat,Oman,OM,Middle East and Africa,permanent,arena judged sector,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,marked/staged competition start visible in the cited run,end of the judged sequence visible in the cited run,first judged initiation visible after the acceleration zone; exact marker coordinates require the production review pass,only features visibly marked or repeatedly demonstrated in the cited event source; no inferred clip points are authorized,96,permanent|international,source-threshold-met,pending-independent-blind-review,Reconstruct factual topology from the competition run plus a separate OSM/venue context map; do not trace either source artwork.,Competition media: reference-only; OSM context: ODbL attribution required if geometry is derived.,medium,Codex research execution 2026-08-17,,research-complete,1.0.0
sa-jeddah-jeddah-corniche-event-site-red-bull-car-park-drift-2022,Red Bull Car Park Drift 2022 — Jeddah Corniche event site,Red Bull Car Park Drift World Final,Red Bull Car Park Drift,historic_independent_invitation,2022,World Final,Jeddah Corniche event site,Jeddah,Saudi Arabia,SA,Middle East and Africa,parking,world-final obstacle course,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,marked/staged competition start visible in the cited run,end of the judged sequence visible in the cited run,first judged initiation visible after the acceleration zone; exact marker coordinates require the production review pass,only features visibly marked or repeatedly demonstrated in the cited event source; no inferred clip points are authorized,91,temporary|parking|world-final|invitational,source-threshold-met,pending-independent-blind-review,Reconstruct factual topology from the competition run plus a separate OSM/venue context map; do not trace either source artwork.,Competition media: reference-only; OSM context: ODbL attribution required if geometry is derived.,medium,Codex research execution 2026-08-17,,research-complete,1.0.0
za-port-shepstone-dezzi-raceway-supadrift-2016,SupaDrift 2016 — Dezzi Raceway,SupaDrift Rd.5,SupaDrift,mature_national,2016,Rd.5,Dezzi Raceway,Port Shepstone,South Africa,ZA,Middle East and Africa,permanent,event judged sector,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,marked/staged competition start visible in the cited run,end of the judged sequence visible in the cited run,first judged initiation visible after the acceleration zone; exact marker coordinates require the production review pass,only features visibly marked or repeatedly demonstrated in the cited event source; no inferred clip points are authorized,73,permanent|national-series|two-source-route,source-threshold-met,pending-independent-blind-review,Reconstruct factual topology from the competition run plus a separate OSM/venue context map; do not trace either source artwork.,Competition media: reference-only; OSM context: ODbL attribution required if geometry is derived.,high,Codex research execution 2026-08-17,,research-complete,1.0.0
