track_id,selection_status,backup_rank,display_name,event_name,series,event_tier,event_year,round,venue_name,city,country_or_region,iso_country_code,atlas_region,venue_type,course_variant,direction,course_segment,route_source_tier,route_source_url,second_route_tier,second_route_url,selection_score,evidence_status,production_clearance,replacement_for,evidence_conflicts,confidence_notes
br-londrina-autodromo-internacional-ayrton-s-ultimate-drift-2023,selected,,Ultimate Drift 2023 — Autodromo Internacional Ayrton Senna,Ultimate Drift Rd.5,Ultimate Drift,mature_national,2023,Rd.5,Autodromo Internacional Ayrton Senna,Londrina,Brazil,BR,Latin America (excluding Mexico),permanent,oval/infield judged sector,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,S,https://www.youtube.com/watch?v=6WzEEN6vY4Y,,,90,source-threshold-met,pending-independent-blind-review,,,Course direction is evidenced by the run sequence; compass bearing and marker coordinates remain a production-stage transcription task.
ar-buenos-aires-autodromo-juan-y-oscar-galvez-drift-sudamerica-2017,selected,,Drift Sudamerica 2017 — Autodromo Juan y Oscar Galvez,Drift Sudamerica Buenos Aires competition,Drift Sudamerica,historic_independent_invitation,2017,Buenos Aires competition,Autodromo Juan y Oscar Galvez,Buenos Aires,Argentina,AR,Latin America (excluding Mexico),permanent,event judged sector,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,B,https://www.youtube.com/watch?v=UVeogwoeC58,B,https://www.youtube.com/watch?v=t5nUHysJxrc,74,source-threshold-met,pending-independent-blind-review,,,Course direction is evidenced by the run sequence; compass bearing and marker coordinates remain a production-stage transcription task.
cl-san-antonio-autodromo-san-antonio-campeonato-nacional-de-drift-chi-2023,selected,,Campeonato Nacional de Drift Chile 2023 — Autodromo San Antonio,Campeonato Nacional de Drift Chile Stage 2,Campeonato Nacional de Drift Chile,mature_national,2023,Stage 2,Autodromo San Antonio,San Antonio,Chile,CL,Latin America (excluding Mexico),permanent,event judged sector,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,B,https://www.youtube.com/watch?v=Sg3ZuKP9BlQ,B,https://www.youtube.com/watch?v=oq9sbECPs28,75,source-threshold-met,pending-independent-blind-review,,,Course direction is evidenced by the run sequence; compass bearing and marker coordinates remain a production-stage transcription task.
cr-alajuela-parque-viva-circuito-starcars-campeonato-nacional-de-drift-cos-2018,selected,,Campeonato Nacional de Drift Costa Rica 2018 — Parque Viva Circuito StarCars,Campeonato Nacional de Drift Costa Rica Rd.2,Campeonato Nacional de Drift Costa Rica,mature_national,2018,Rd.2,Parque Viva Circuito StarCars,Alajuela,Costa Rica,CR,Latin America (excluding Mexico),permanent,event judged sector,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,A,https://www.youtube.com/watch?v=9OCchkI0cBc,B,https://www.youtube.com/watch?v=mMeerXBoM5E,77,source-threshold-met,pending-independent-blind-review,,,Course direction is evidenced by the run sequence; compass bearing and marker coordinates remain a production-stage transcription task.
om-muscat-muscat-drift-arena-oman-international-drift-champio-2024,selected,,Oman International Drift Championship 2024 — Muscat Drift Arena,Oman International Drift Championship Rd.1,Oman International Drift Championship,international_continental_top,2024,Rd.1,Muscat Drift Arena,Muscat,Oman,OM,Middle East and Africa,permanent,arena judged sector,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,S,https://www.youtube.com/watch?v=mSwUHvIhA3s,,,96,source-threshold-met,pending-independent-blind-review,,,Course direction is evidenced by the run sequence; compass bearing and marker coordinates remain a production-stage transcription task.
sa-jeddah-jeddah-corniche-event-site-red-bull-car-park-drift-2022,selected,,Red Bull Car Park Drift 2022 — Jeddah Corniche event site,Red Bull Car Park Drift World Final,Red Bull Car Park Drift,historic_independent_invitation,2022,World Final,Jeddah Corniche event site,Jeddah,Saudi Arabia,SA,Middle East and Africa,parking,world-final obstacle course,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,S,https://www.youtube.com/watch?v=R-X8nmb3IAE,,,91,source-threshold-met,pending-independent-blind-review,,,Course direction is evidenced by the run sequence; compass bearing and marker coordinates remain a production-stage transcription task.
za-port-shepstone-dezzi-raceway-supadrift-2016,selected,,SupaDrift 2016 — Dezzi Raceway,SupaDrift Rd.5,SupaDrift,mature_national,2016,Rd.5,Dezzi Raceway,Port Shepstone,South Africa,ZA,Middle East and Africa,permanent,event judged sector,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,B,https://www.youtube.com/watch?v=BZZv7e1ri0A,B,https://www.youtube.com/watch?v=vp2SxssPopo,73,source-threshold-met,pending-independent-blind-review,,,Course direction is evidenced by the run sequence; compass bearing and marker coordinates remain a production-stage transcription task.
jp-maibara-okuibuki-motor-park-formula-drift-japan-2024,backup,1,Formula Drift Japan 2024 — Okuibuki Motor Park,Formula Drift Japan Rd.5,Formula Drift Japan,international_continental_top,2024,Rd.5,Okuibuki Motor Park,Maibara,Japan,JP,Japan,parking,FDJ parking layout,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,S,https://www.youtube.com/watch?v=jYIMgC_L4ZE,,,91,source-threshold-met,pending-independent-blind-review,same atlas region and closest event tier/venue type,,Course direction is evidenced by the run sequence; compass bearing and marker coordinates remain a production-stage transcription task.
us-grantsville-utah-motorsports-campus-formula-drift-2025,backup,2,Formula Drift 2025 — Utah Motorsports Campus,Formula Drift Rd.7,Formula Drift,international_continental_top,2025,Rd.7,Utah Motorsports Campus,Grantsville,United States,US,North America,permanent,event judged sector,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,S,https://www.youtube.com/watch?v=MElLPKw8o0s,,,90,source-threshold-met,pending-independent-blind-review,same atlas region and closest event tier/venue type,,Course direction is evidenced by the run sequence; compass bearing and marker coordinates remain a production-stage transcription task.
de-grafenhainichen-ferropolis-drift-masters-2023,backup,3,Drift Masters 2023 — Ferropolis,Drift Masters Rd.5,Drift Masters,international_continental_top,2023,Rd.5,Ferropolis,Grafenhainichen,Germany,DE,Europe,parking,industrial-site temporary course,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,S,https://www.youtube.com/watch?v=DCLN-cSb58A,,,92,source-threshold-met,pending-independent-blind-review,same atlas region and closest event tier/venue type,,Course direction is evidenced by the run sequence; compass bearing and marker coordinates remain a production-stage transcription task.
eg-cairo-cairo-festival-city-event-site-red-bull-car-park-drift-2021,backup,4,Red Bull Car Park Drift 2021 — Cairo Festival City event site,Red Bull Car Park Drift World Final,Red Bull Car Park Drift,historic_independent_invitation,2021,World Final,Cairo Festival City event site,Cairo,Egypt,EG,Middle East and Africa,parking,world-final obstacle course,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,B,https://www.youtube.com/watch?v=x123bNOoL1c,B,https://www.youtube.com/watch?v=iqcjjSRRoig,78,source-threshold-met,pending-independent-blind-review,Middle East/Africa independent temporary course,,Course direction is evidenced by the run sequence; compass bearing and marker coordinates remain a production-stage transcription task.
gb-middlesbrough-teesside-autodrome-drift-league-gb-2026,backup,5,Drift League GB 2026 — Teesside Autodrome,Drift League GB Rd.3,Drift League GB,mature_national,2026,Rd.3,Teesside Autodrome,Middlesbrough,United Kingdom,GB,Europe,permanent,event judged sector,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,S,https://www.youtube.com/watch?v=r5RoasjlM84,,,87,source-threshold-met,pending-independent-blind-review,same atlas region and closest event tier/venue type,,Course direction is evidenced by the run sequence; compass bearing and marker coordinates remain a production-stage transcription task.
us-jupiter-palm-beach-international-raceway-formula-drift-2013,backup,6,Formula Drift 2013 — Palm Beach International Raceway,Formula Drift Rd.3,Formula Drift,international_continental_top,2013,Rd.3,Palm Beach International Raceway,Jupiter,United States,US,North America,permanent,event judged sector,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,S,https://www.youtube.com/watch?v=c63nGie-QGU,,,89,source-threshold-met,pending-independent-blind-review,same atlas region and closest event tier/venue type,,Course direction is evidenced by the run sequence; compass bearing and marker coordinates remain a production-stage transcription task.
se-fallfors-drivecenter-arena-drift-masters-2023,backup,7,Drift Masters 2023 — Drivecenter Arena,Drift Masters Rd.2,Drift Masters,international_continental_top,2023,Rd.2,Drivecenter Arena,Fällfors,Sweden,SE,Europe,permanent,event judged sector,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,S,https://www.youtube.com/watch?v=XuDRIkL25us,,,91,source-threshold-met,pending-independent-blind-review,same atlas region and closest event tier/venue type,,Course direction is evidenced by the run sequence; compass bearing and marker coordinates remain a production-stage transcription task.
br-piracicaba-ecpa-ultimate-drift-2023,backup,8,Ultimate Drift 2023 — ECPA,Ultimate Drift Rd.2,Ultimate Drift,mature_national,2023,Rd.2,ECPA,Piracicaba,Brazil,BR,Latin America (excluding Mexico),permanent,event judged sector,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,S,https://www.youtube.com/watch?v=V79UtmFTTwQ,,,88,source-threshold-met,pending-independent-blind-review,same atlas region and closest event tier/venue type,,Course direction is evidenced by the run sequence; compass bearing and marker coordinates remain a production-stage transcription task.
ca-mirabel-icar-route-66-dmcc-2024,backup,9,DMCC 2024 — ICAR Route 66,DMCC Finale,DMCC,mature_national,2024,Finale,ICAR Route 66,Mirabel,Canada,CA,North America,permanent,event judged sector,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,A,https://www.youtube.com/watch?v=Xk0N9eoW5ls,,,87,source-threshold-met,pending-independent-blind-review,same atlas region and closest event tier/venue type,,Course direction is evidenced by the run sequence; compass bearing and marker coordinates remain a production-stage transcription task.
jp-oyama-fuji-speedway-d1gp-2016,backup,10,D1GP 2016 — Fuji Speedway,D1GP Rd.2,D1GP,international_continental_top,2016,Rd.2,Fuji Speedway,Oyama,Japan,JP,Japan,permanent,historic D1 judged sector,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,A,https://www.youtube.com/watch?v=fDO_DzXY1ew,,,84,source-threshold-met,pending-independent-blind-review,same atlas region and closest event tier/venue type,,Course direction is evidenced by the run sequence; compass bearing and marker coordinates remain a production-stage transcription task.
th-bangkok-d1-thailand-temporary-venue-d1-grand-prix-thailand-2012,backup,11,D1 Grand Prix Thailand 2012 — D1 Thailand temporary venue,D1 Grand Prix Thailand Rd.1,D1 Grand Prix Thailand,mature_national,2012,Rd.1,D1 Thailand temporary venue,Bangkok,Thailand,TH,Asia (excluding Japan),parking,temporary judged course,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,B,https://www.youtube.com/watch?v=gull08O0k4g,B,https://www.youtube.com/watch?v=ScJdKQWJ57E,76,source-threshold-met,pending-independent-blind-review,same atlas region and closest event tier/venue type,,Course direction is evidenced by the run sequence; compass bearing and marker coordinates remain a production-stage transcription task.
gb-lochgelly-driftland-drift-league-gb-2024,backup,12,Drift League GB 2024 — Driftland,Drift League GB Rd.3,Drift League GB,mature_national,2024,Rd.3,Driftland,Lochgelly,United Kingdom,GB,Europe,permanent,event judged sector,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,B,https://www.youtube.com/watch?v=zgNeaoSoqsQ,B,https://www.youtube.com/watch?v=mxPium1DxOc,72,source-threshold-met,pending-independent-blind-review,same atlas region and closest event tier/venue type,,Course direction is evidenced by the run sequence; compass bearing and marker coordinates remain a production-stage transcription task.
jp-murata-sportsland-sugo-d1gp-2006,backup,13,D1GP 2006 — Sportsland Sugo,D1GP Rd.2,D1GP,international_continental_top,2006,Rd.2,Sportsland Sugo,Murata,Japan,JP,Japan,permanent,historic D1 judged sector,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,A,https://www.youtube.com/watch?v=4SqkaOB-Wzg,,,80,source-threshold-met,pending-independent-blind-review,same atlas region and closest event tier/venue type,,Course direction is evidenced by the run sequence; compass bearing and marker coordinates remain a production-stage transcription task.
ph-manila-quirino-grandstand-event-site-formula-drift-asia-2011,backup,14,Formula Drift Asia 2011 — Quirino Grandstand event site,Formula Drift Asia Philippines round,Formula Drift Asia,international_continental_top,2011,Philippines round,Quirino Grandstand event site,Manila,Philippines,PH,Asia (excluding Japan),street,temporary judged course,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,B,https://www.youtube.com/watch?v=5jZPsmwfJ_E,B,https://www.youtube.com/watch?v=qAYUv5BvM_0,72,source-threshold-met,pending-independent-blind-review,same atlas region and closest event tier/venue type,,Course direction is evidenced by the run sequence; compass bearing and marker coordinates remain a production-stage transcription task.
pl-warsaw-pge-narodowy-drift-masters-2024,backup,15,Drift Masters 2024 — PGE Narodowy,Drift Masters Rd.6,Drift Masters,international_continental_top,2024,Rd.6,PGE Narodowy,Warsaw,Poland,PL,Europe,stadium,stadium temporary course,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,S,https://www.youtube.com/watch?v=VRoDJ8jlSP0,,,90,source-threshold-met,pending-independent-blind-review,same atlas region and closest event tier/venue type,,Course direction is evidenced by the run sequence; compass bearing and marker coordinates remain a production-stage transcription task.
jp-utsunomiya-nikko-circuit-d1-lights-2024,reserve,,D1 Lights 2024 — Nikko Circuit,D1 Lights Rd.1,D1 Lights,mature_national,2024,Rd.1,Nikko Circuit,Utsunomiya,Japan,JP,Japan,permanent,identity-only candidate,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,C,,,,0,candidate-only,pending-independent-blind-review,,,Event/venue identity lead only. No qualifying route-level evidence is registered; excluded from selected and backup evidence counts.
jp-mobara-mobara-twin-circuit-d1-divisional-2024,reserve,,D1 Divisional 2024 — Mobara Twin Circuit,D1 Divisional Central Div. Rd.2,D1 Divisional,mature_national,2024,Central Div. Rd.2,Mobara Twin Circuit,Mobara,Japan,JP,Japan,permanent,identity-only candidate,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,C,,,,0,candidate-only,pending-independent-blind-review,,,Event/venue identity lead only. No qualifying route-level evidence is registered; excluded from selected and backup evidence counts.
jp-kasai-central-circuit-d1-lights-2021,reserve,,D1 Lights 2021 — Central Circuit,D1 Lights Round,D1 Lights,mature_national,2021,Round,Central Circuit,Kasai,Japan,JP,Japan,permanent,identity-only candidate,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,C,,,,0,candidate-only,pending-independent-blind-review,,,Event/venue identity lead only. No qualifying route-level evidence is registered; excluded from selected and backup evidence counts.
us-sonoma-sonoma-raceway-formula-drift-2010,reserve,,Formula Drift 2010 — Sonoma Raceway,Formula Drift Round,Formula Drift,mature_national,2010,Round,Sonoma Raceway,Sonoma,United States,US,North America,permanent,identity-only candidate,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,C,,,,0,candidate-only,pending-independent-blind-review,,,Event/venue identity lead only. No qualifying route-level evidence is registered; excluded from selected and backup evidence counts.
us-wall-township-wall-stadium-speedway-formula-drift-2018,reserve,,Formula Drift 2018 — Wall Stadium Speedway,Formula Drift Round,Formula Drift,mature_national,2018,Round,Wall Stadium Speedway,Wall Township,United States,US,North America,permanent,identity-only candidate,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,C,,,,0,candidate-only,pending-independent-blind-review,,,Event/venue identity lead only. No qualifying route-level evidence is registered; excluded from selected and backup evidence counts.
ca-vallee-jonction-autodrome-chaudiere-dmcc-2023,reserve,,DMCC 2023 — Autodrome Chaudiere,DMCC Rd.2,DMCC,mature_national,2023,Rd.2,Autodrome Chaudiere,Vallee-Jonction,Canada,CA,North America,permanent,identity-only candidate,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,C,,,,0,candidate-only,pending-independent-blind-review,,,Event/venue identity lead only. No qualifying route-level evidence is registered; excluded from selected and backup evidence counts.
ca-montreal-circuit-icar-formula-drift-canada-2015,reserve,,Formula Drift Canada 2015 — Circuit ICAR,Formula Drift Canada Invitational,Formula Drift Canada,mature_national,2015,Invitational,Circuit ICAR,Montreal,Canada,CA,North America,permanent,identity-only candidate,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,C,,,,0,candidate-only,pending-independent-blind-review,,,Event/venue identity lead only. No qualifying route-level evidence is registered; excluded from selected and backup evidence counts.
mx-monterrey-autodromo-monterrey-mexican-drift-championship-2023,reserve,,Mexican Drift Championship 2023 — Autodromo Monterrey,Mexican Drift Championship Round,Mexican Drift Championship,mature_national,2023,Round,Autodromo Monterrey,Monterrey,Mexico,MX,North America,permanent,identity-only candidate,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,C,,,,0,candidate-only,pending-independent-blind-review,,,Event/venue identity lead only. No qualifying route-level evidence is registered; excluded from selected and backup evidence counts.
cz-brno-automotodrom-brno-czech-drift-series-2024,reserve,,Czech Drift Series 2024 — Automotodrom Brno,Czech Drift Series Round,Czech Drift Series,mature_national,2024,Round,Automotodrom Brno,Brno,Czech Republic,CZ,Europe,permanent,identity-only candidate,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,C,,,,0,candidate-only,pending-independent-blind-review,,,Event/venue identity lead only. No qualifying route-level evidence is registered; excluded from selected and backup evidence counts.
pl-poznan-tor-poznan-drift-open-2024,reserve,,Drift Open 2024 — Tor Poznan,Drift Open Round,Drift Open,mature_national,2024,Round,Tor Poznan,Poznan,Poland,PL,Europe,permanent,identity-only candidate,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,C,,,,0,candidate-only,pending-independent-blind-review,,,Event/venue identity lead only. No qualifying route-level evidence is registered; excluded from selected and backup evidence counts.
gb-lydden-hill-lydden-hill-race-circuit-king-of-europe-drift-2016,reserve,,King of Europe Drift 2016 — Lydden Hill Race Circuit,King of Europe Drift Round,King of Europe Drift,mature_national,2016,Round,Lydden Hill Race Circuit,Lydden Hill,United Kingdom,GB,Europe,permanent,identity-only candidate,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,C,,,,0,candidate-only,pending-independent-blind-review,,,Event/venue identity lead only. No qualifying route-level evidence is registered; excluded from selected and backup evidence counts.
au-mallala-mallala-motorsport-park-drift-allstars-australia-2023,reserve,,Drift Allstars Australia 2023 — Mallala Motorsport Park,Drift Allstars Australia Round,Drift Allstars Australia,mature_national,2023,Round,Mallala Motorsport Park,Mallala,Australia,AU,Oceania,permanent,identity-only candidate,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,C,,,,0,candidate-only,pending-independent-blind-review,,,Event/venue identity lead only. No qualifying route-level evidence is registered; excluded from selected and backup evidence counts.
in-coimbatore-kari-motor-speedway-indian-drift-challenge-2023,reserve,,Indian Drift Challenge 2023 — Kari Motor Speedway,Indian Drift Challenge Round,Indian Drift Challenge,mature_national,2023,Round,Kari Motor Speedway,Coimbatore,India,IN,Asia (excluding Japan),permanent,identity-only candidate,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,C,,,,0,candidate-only,pending-independent-blind-review,,,Event/venue identity lead only. No qualifying route-level evidence is registered; excluded from selected and backup evidence counts.
pe-lima-autodromo-la-chutana-prodrift-peru-2023,reserve,,ProDrift Peru 2023 — Autodromo La Chutana,ProDrift Peru Round,ProDrift Peru,mature_national,2023,Round,Autodromo La Chutana,Lima,Peru,PE,Latin America (excluding Mexico),permanent,identity-only candidate,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,C,,,,0,candidate-only,pending-independent-blind-review,,,Event/venue identity lead only. No qualifying route-level evidence is registered; excluded from selected and backup evidence counts.
eg-cairo-cairo-festival-city-event-site-red-bull-car-park-drift-2024,reserve,,Red Bull Car Park Drift 2024 — Cairo Festival City event site,Red Bull Car Park Drift Qualifier,Red Bull Car Park Drift,mature_national,2024,Qualifier,Cairo Festival City event site,Cairo,Egypt,EG,Middle East and Africa,parking,identity-only candidate,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,C,,,,0,candidate-only,pending-independent-blind-review,,,Event/venue identity lead only. No qualifying route-level evidence is registered; excluded from selected and backup evidence counts.
mz-maputo-automovel-e-touring-clube-de-moc-campeonato-nacional-de-drift-2023,reserve,,Campeonato Nacional de Drift 2023 — Automovel e Touring Clube de Mocambique,Campeonato Nacional de Drift Round,Campeonato Nacional de Drift,mature_national,2023,Round,Automovel e Touring Clube de Mocambique,Maputo,Mozambique,MZ,Middle East and Africa,other,identity-only candidate,"start-to-finish sequence shown by the cited competition run; open judged course, so whole-lap CW/CCW is not applicable",event-specific judged segment shown in the cited competition source; not the venue full-lap map,C,,,,0,candidate-only,pending-independent-blind-review,,,Event/venue identity lead only. No qualifying route-level evidence is registered; excluded from selected and backup evidence counts.
