source_id,track_id,evidence_role,tier,title,publisher,url,published_at,accessed_at,page_or_timecode,claim_supported,license,independence_group,notes
ie-kildare-mondello-park-drift-masters-2026-venue,ie-kildare-mondello-park-drift-masters-2026,venue-map-only,A,OpenStreetMap context search — Mondello Park,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Mondello%20Park%2C%20Kildare%2C%20Ireland,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
fi-hameenlinna-ahvenisto-race-circuit-drift-masters-2026-route-1,fi-hameenlinna-ahvenisto-race-circuit-drift-masters-2026,competition-course,S,Drift Masters 2026 Finland qualifying/battle briefing,Drift Masters,https://dm.gp/media/p43d0rgm/dm26-rd4-finland-qualifying-battle-briefing_www.pdf,,2026-08-17,PDF pp.4–6 (track layout and initiation); p.17 (line/scoring guidance),"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Drift Masters,Do not use as a traceable drawing substrate.
fi-hameenlinna-ahvenisto-race-circuit-drift-masters-2026-identity,fi-hameenlinna-ahvenisto-race-circuit-drift-masters-2026,event-identity,S,Official round page and results,official organizer / sanctioning body,https://dm.gp/seasons/drift-masters-2026/rounds/round-4/,,2026-08-17,named event/round/venue section,"event name, year, round, venue and organized competition status",reference-only,official identity,
fi-hameenlinna-ahvenisto-race-circuit-drift-masters-2026-venue,fi-hameenlinna-ahvenisto-race-circuit-drift-masters-2026,venue-map-only,A,OpenStreetMap context search — Ahvenisto Race Circuit,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Ahvenisto%20Race%20Circuit%2C%20Hameenlinna%2C%20Finland,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
lv-riga-bikernieki-circuit-drift-masters-2026-route-1,lv-riga-bikernieki-circuit-drift-masters-2026,competition-course,S,Drift Masters 2026 Latvia qualifying/battle briefing,Drift Masters,https://dm.gp/media/qwde50fz/dm26-rd5-latvia-briefing.pdf,,2026-08-17,PDF pp.5–7 (Track Layout and initiation); p.18 (line/scoring guidance),"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Drift Masters,Do not use as a traceable drawing substrate.
lv-riga-bikernieki-circuit-drift-masters-2026-identity,lv-riga-bikernieki-circuit-drift-masters-2026,event-identity,S,Official round page and results,official organizer / sanctioning body,https://dm.gp/seasons/drift-masters-2026/rounds/round-5/,,2026-08-17,named event/round/venue section,"event name, year, round, venue and organized competition status",reference-only,official identity,
lv-riga-bikernieki-circuit-drift-masters-2026-venue,lv-riga-bikernieki-circuit-drift-masters-2026,venue-map-only,A,OpenStreetMap context search — Bikernieki Circuit,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Bikernieki%20Circuit%2C%20Riga%2C%20Latvia,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
de-grafenhainichen-ferropolis-drift-masters-2026-route-1,de-grafenhainichen-ferropolis-drift-masters-2026,competition-course,S,Drift Masters 2026 Germany qualifying/battle briefing,Drift Masters,https://dm.gp/media/udkmmigg/dm26-rd6-germany-qualifying-battle-briefing_web.pdf,,2026-08-17,PDF pp.5–7 (Track Layout and initiation); p.19 (line/scoring); p.25 (battle layout),"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Drift Masters,Do not use as a traceable drawing substrate.
de-grafenhainichen-ferropolis-drift-masters-2026-identity,de-grafenhainichen-ferropolis-drift-masters-2026,event-identity,S,Official round page and event schedule,official organizer / sanctioning body,https://dm.gp/seasons/drift-masters-2026/rounds/round-6/,,2026-08-17,named event/round/venue section,"event name, year, round, venue and organized competition status",reference-only,official identity,
de-grafenhainichen-ferropolis-drift-masters-2026-venue,de-grafenhainichen-ferropolis-drift-masters-2026,venue-map-only,A,OpenStreetMap context search — Ferropolis,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Ferropolis%2C%20Grafenhainichen%2C%20Germany,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
gb-liverpool-liverpool-waterfront-temporary-c-red-bull-drift-shifters-2018-route-1,gb-liverpool-liverpool-waterfront-temporary-c-red-bull-drift-shifters-2018,competition-course,S,Red Bull Drift Shifters 2018 live,Red Bull Motorsports,https://www.youtube.com/watch?v=H5oE0tU-9Y8,,2026-08-17,full official live broadcast; repeated complete runs and obstacle order,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Red Bull Motorsports,Do not use as a traceable drawing substrate.
gb-liverpool-liverpool-waterfront-temporary-c-red-bull-drift-shifters-2018-venue,gb-liverpool-liverpool-waterfront-temporary-c-red-bull-drift-shifters-2018,venue-map-only,A,OpenStreetMap context search — Liverpool Waterfront temporary course,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Liverpool%20Waterfront%20temporary%20course%2C%20Liverpool%2C%20United%20Kingdom,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
it-prato-prato-event-car-park-campionato-italiano-drifting-2026-route-1,it-prato-prato-event-car-park-campionato-italiano-drifting-2026,competition-course,S,CID 2026 Round 2 Prato,Campionato Italiano Drifting Drift Italy,https://www.youtube.com/watch?v=typk96v-TKQ,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Campionato Italiano Drifting Drift Italy,Do not use as a traceable drawing substrate.
it-prato-prato-event-car-park-campionato-italiano-drifting-2026-venue,it-prato-prato-event-car-park-campionato-italiano-drifting-2026,venue-map-only,A,OpenStreetMap context search — Prato event car park,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Prato%20event%20car%20park%2C%20Prato%2C%20Italy,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
de-nurburg-nurburgring-mullenbachschleife-nurburgring-drift-cup-2026-route-1,de-nurburg-nurburgring-mullenbachschleife-nurburgring-drift-cup-2026,competition-course,S,Nurburgring Drift Cup 2026 Round 1,Skylimit Events,https://www.youtube.com/watch?v=_io1ytGJRGI,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Skylimit Events,Do not use as a traceable drawing substrate.
de-nurburg-nurburgring-mullenbachschleife-nurburgring-drift-cup-2026-venue,de-nurburg-nurburgring-mullenbachschleife-nurburgring-drift-cup-2026,venue-map-only,A,OpenStreetMap context search — Nurburgring Mullenbachschleife,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Nurburgring%20Mullenbachschleife%2C%20Nurburg%2C%20Germany,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
fr-croix-en-ternois-circuit-de-croix-en-ternois-championnat-de-france-de-drift-2024-route-1,fr-croix-en-ternois-circuit-de-croix-en-ternois-championnat-de-france-de-drift-2024,competition-course,S,CFD FFSA Croix-en-Ternois 2024 Qualifying,Championnat de France de Drift FFSA,https://www.youtube.com/watch?v=zR80UvttYgU,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Championnat de France de Drift FFSA,Do not use as a traceable drawing substrate.
fr-croix-en-ternois-circuit-de-croix-en-ternois-championnat-de-france-de-drift-2024-venue,fr-croix-en-ternois-circuit-de-croix-en-ternois-championnat-de-france-de-drift-2024,venue-map-only,A,OpenStreetMap context search — Circuit de Croix-en-Ternois,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Circuit%20de%20Croix-en-Ternois%2C%20Croix-en-Ternois%2C%20France,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
gr-serres-serres-racing-circuit-drift-kings-2024-route-1,gr-serres-serres-racing-circuit-drift-kings-2024,competition-course,A,Drift Kings 2024 Serres complete run,Drift Kings TV,https://www.youtube.com/watch?v=IHvx4yATnvk,,2026-08-17,00:00–01:05 complete judged run; event identity in title/channel,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Drift Kings TV,Do not use as a traceable drawing substrate.
gr-serres-serres-racing-circuit-drift-kings-2024-route-2,gr-serres-serres-racing-circuit-drift-kings-2024,competition-course corroboration,B,SoDrift / Drift Kings Serres event film,The Kangaroos Team,https://www.youtube.com/watch?v=hvRciuT_res,,2026-08-17,00:00–27:59; independent event coverage,independent corroboration of course sequence and/or event identity,reference-only; no redistribution,The Kangaroos Team,Required where the primary route source is B tier.
gr-serres-serres-racing-circuit-drift-kings-2024-venue,gr-serres-serres-racing-circuit-drift-kings-2024,venue-map-only,A,OpenStreetMap context search — Serres Racing Circuit,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Serres%20Racing%20Circuit%2C%20Serres%2C%20Greece,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
no-rakkestad-rudskogen-motorsenter-gatebil-breisladden-2020-route-1,no-rakkestad-rudskogen-motorsenter-gatebil-breisladden-2020,competition-course,S,Breisladden Top 6 Rudskogen 2020,Gatebil,https://www.youtube.com/watch?v=c4T-x69APoQ,,2026-08-17,00:00–02:28; official organizer video showing complete judged runs,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Gatebil,Do not use as a traceable drawing substrate.
no-rakkestad-rudskogen-motorsenter-gatebil-breisladden-2020-venue,no-rakkestad-rudskogen-motorsenter-gatebil-breisladden-2020,venue-map-only,A,OpenStreetMap context search — Rudskogen Motorsenter,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Rudskogen%20Motorsenter%2C%20Rakkestad%2C%20Norway,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
nz-taupo-taupo-international-motorsport-p-d1nz-2024-route-1,nz-taupo-taupo-international-motorsport-p-d1nz-2024,competition-course,A,D1NZ 2024 Taupo Round 1,Oversteer TV,https://www.youtube.com/watch?v=G0iG_wJ2KmE,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Oversteer TV,Do not use as a traceable drawing substrate.
nz-taupo-taupo-international-motorsport-p-d1nz-2024-venue,nz-taupo-taupo-international-motorsport-p-d1nz-2024,venue-map-only,A,OpenStreetMap context search — Taupo International Motorsport Park,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Taupo%20International%20Motorsport%20Park%2C%20Taupo%2C%20New%20Zealand,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
nz-hampton-downs-hampton-downs-motorsport-park-d1nz-2024-route-1,nz-hampton-downs-hampton-downs-motorsport-park-d1nz-2024,competition-course,A,D1NZ 2024 Hampton Downs Round 2,Oversteer TV,https://www.youtube.com/watch?v=3M4l31g6r-s,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Oversteer TV,Do not use as a traceable drawing substrate.
nz-hampton-downs-hampton-downs-motorsport-park-d1nz-2024-venue,nz-hampton-downs-hampton-downs-motorsport-park-d1nz-2024,venue-map-only,A,OpenStreetMap context search — Hampton Downs Motorsport Park,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Hampton%20Downs%20Motorsport%20Park%2C%20Hampton%20Downs%2C%20New%20Zealand,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
nz-feilding-manfeild-circuit-chris-amon-d1nz-2024-route-1,nz-feilding-manfeild-circuit-chris-amon-d1nz-2024,competition-course,A,D1NZ 2024 Manfeild Reverse,Oversteer TV,https://www.youtube.com/watch?v=PM1jaOsc8Sk,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Oversteer TV,Do not use as a traceable drawing substrate.
nz-feilding-manfeild-circuit-chris-amon-d1nz-2024-venue,nz-feilding-manfeild-circuit-chris-amon-d1nz-2024,venue-map-only,A,OpenStreetMap context search — Manfeild Circuit Chris Amon,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Manfeild%20Circuit%20Chris%20Amon%2C%20Feilding%2C%20New%20Zealand,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
nz-tauranga-baypark-stadium-d1nz-2026-route-1,nz-tauranga-baypark-stadium-d1nz-2026,competition-course,S,D1NZ 2026 Baypark Grand Final,Oversteer TV and D1NZ,https://www.youtube.com/watch?v=SFK3ytKCQbM,,2026-08-17,full joint official broadcast; repeated complete runs,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Oversteer TV and D1NZ,Do not use as a traceable drawing substrate.
nz-tauranga-baypark-stadium-d1nz-2026-venue,nz-tauranga-baypark-stadium-d1nz-2026,venue-map-only,A,OpenStreetMap context search — Baypark Stadium,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Baypark%20Stadium%2C%20Tauranga%2C%20New%20Zealand,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
au-willowbank-queensland-raceway-hi-tec-oils-drift-allstars-2024-route-1,au-willowbank-queensland-raceway-hi-tec-oils-drift-allstars-2024,competition-course,A,2024 Drift Allstars Queensland Raceway live,MotorsportsTV,https://www.youtube.com/watch?v=Piq2olLzKaU,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,MotorsportsTV,Do not use as a traceable drawing substrate.
au-willowbank-queensland-raceway-hi-tec-oils-drift-allstars-2024-venue,au-willowbank-queensland-raceway-hi-tec-oils-drift-allstars-2024,venue-map-only,A,OpenStreetMap context search — Queensland Raceway,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Queensland%20Raceway%2C%20Willowbank%2C%20Australia,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
sg-singapore-changi-exhibition-centre-formula-drift-asia-2012-route-1,sg-singapore-changi-exhibition-centre-formula-drift-asia-2012,competition-course,B,Formula Drift Singapore 2012 event coverage,Taufiq Salihin,https://www.youtube.com/watch?v=mLENyQXj-Bo,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Taufiq Salihin,Do not use as a traceable drawing substrate.
sg-singapore-changi-exhibition-centre-formula-drift-asia-2012-route-2,sg-singapore-changi-exhibition-centre-formula-drift-asia-2012,competition-course corroboration,B,Formula Drift Singapore 2012 partner film,X-mini Official Channel,https://www.youtube.com/watch?v=3Mxj8ih1fQQ,,2026-08-17,00:00–02:14; independent partner footage,independent corroboration of course sequence and/or event identity,reference-only; no redistribution,X-mini Official Channel,Required where the primary route source is B tier.
sg-singapore-changi-exhibition-centre-formula-drift-asia-2012-identity,sg-singapore-changi-exhibition-centre-formula-drift-asia-2012,event-identity,S,Official Formula Drift results,official organizer / sanctioning body,https://news.formulad.com/2012/events/results-daigo-saito-reigns-supreme-at-achilles-formula-drift-singapore-2012/,,2026-08-17,named event/round/venue section,"event name, year, round, venue and organized competition status",reference-only,official identity,
sg-singapore-changi-exhibition-centre-formula-drift-asia-2012-venue,sg-singapore-changi-exhibition-centre-formula-drift-asia-2012,venue-map-only,A,OpenStreetMap context search — Changi Exhibition Centre,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Changi%20Exhibition%20Centre%2C%20Singapore%2C%20Singapore,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
my-kuala-lumpur-speed-city-kl-formula-drift-asia-2012-route-1,my-kuala-lumpur-speed-city-kl-formula-drift-asia-2012,competition-course,B,Formula Drift Malaysia 2012 Part 1,wesimplifymarketing,https://www.youtube.com/watch?v=Kfi4f_bOAqU,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,wesimplifymarketing,Do not use as a traceable drawing substrate.
my-kuala-lumpur-speed-city-kl-formula-drift-asia-2012-route-2,my-kuala-lumpur-speed-city-kl-formula-drift-asia-2012,competition-course corroboration,B,Daigo Saito vs Max Orido final,JustLemons,https://www.youtube.com/watch?v=OQQIgqe2XPk,,2026-08-17,00:00–00:26 complete final run,independent corroboration of course sequence and/or event identity,reference-only; no redistribution,JustLemons,Required where the primary route source is B tier.
my-kuala-lumpur-speed-city-kl-formula-drift-asia-2012-identity,my-kuala-lumpur-speed-city-kl-formula-drift-asia-2012,event-identity,S,Formula Drift Malaysia 2012 at Speed City KL,official organizer / sanctioning body,https://vimeo.com/43661505,,2026-08-17,named event/round/venue section,"event name, year, round, venue and organized competition status",reference-only,official identity,
my-kuala-lumpur-speed-city-kl-formula-drift-asia-2012-venue,my-kuala-lumpur-speed-city-kl-formula-drift-asia-2012,venue-map-only,A,OpenStreetMap context search — Speed City KL,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Speed%20City%20KL%2C%20Kuala%20Lumpur%2C%20Malaysia,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
th-bangkok-bangkok-temporary-drift-venue-formula-drift-asia-2012-route-1,th-bangkok-bangkok-temporary-drift-venue-formula-drift-asia-2012,competition-course,B,Formula Drift action from FD Thailand,Alan Viscardi,https://www.youtube.com/watch?v=5hY23ZyKQIc,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Alan Viscardi,Do not use as a traceable drawing substrate.
th-bangkok-bangkok-temporary-drift-venue-formula-drift-asia-2012-route-2,th-bangkok-bangkok-temporary-drift-venue-formula-drift-asia-2012,competition-course corroboration,B,Bangkok drift event footage,arturscab,https://www.youtube.com/watch?v=TmEOqfygetk,,2026-08-17,00:00–03:17; independent course footage,independent corroboration of course sequence and/or event identity,reference-only; no redistribution,arturscab,Required where the primary route source is B tier.
th-bangkok-bangkok-temporary-drift-venue-formula-drift-asia-2012-venue,th-bangkok-bangkok-temporary-drift-venue-formula-drift-asia-2012,venue-map-only,A,OpenStreetMap context search — Bangkok temporary drift venue,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Bangkok%20temporary%20drift%20venue%2C%20Bangkok%2C%20Thailand,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
id-jakarta-jiexpo-kemayoran-formula-drift-asia-2011-route-1,id-jakarta-jiexpo-kemayoran-formula-drift-asia-2011,competition-course,B,Formula Drift Indonesia 2011 Top 32,Wei SV,https://www.youtube.com/watch?v=phYifo3zG58,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Wei SV,Do not use as a traceable drawing substrate.
id-jakarta-jiexpo-kemayoran-formula-drift-asia-2011-route-2,id-jakarta-jiexpo-kemayoran-formula-drift-asia-2011,competition-course corroboration,B,Formula Drift Indonesia 2011 highlights,JD Chua,https://www.youtube.com/watch?v=L7-bBHKTnEw,,2026-08-17,00:00–04:34; independent event footage,independent corroboration of course sequence and/or event identity,reference-only; no redistribution,JD Chua,Required where the primary route source is B tier.
id-jakarta-jiexpo-kemayoran-formula-drift-asia-2011-venue,id-jakarta-jiexpo-kemayoran-formula-drift-asia-2011,venue-map-only,A,OpenStreetMap context search — JIExpo Kemayoran,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=JIExpo%20Kemayoran%2C%20Jakarta%2C%20Indonesia,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
cn-beijing-beijing-d1-special-venue-d1-grand-prix-china-2016-route-1,cn-beijing-beijing-d1-special-venue-d1-grand-prix-china-2016,competition-course,A,D1GP China Beijing 2016 event footage,Tetsuya Hibino driver channel,https://www.youtube.com/watch?v=wLvxZJlic4w,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Tetsuya Hibino driver channel,Do not use as a traceable drawing substrate.
cn-beijing-beijing-d1-special-venue-d1-grand-prix-china-2016-route-2,cn-beijing-beijing-d1-special-venue-d1-grand-prix-china-2016,competition-course corroboration,S,Official D1GP 2016 China schedule,D1 Official Website,https://www.d1gp.co.jp/03_sche/gp2016/gp2016_index.html,,2026-08-17,China series schedule and Beijing venue identity,independent corroboration of course sequence and/or event identity,reference-only; no redistribution,D1 Official Website,Required where the primary route source is B tier.
cn-beijing-beijing-d1-special-venue-d1-grand-prix-china-2016-venue,cn-beijing-beijing-d1-special-venue-d1-grand-prix-china-2016,venue-map-only,A,OpenStreetMap context search — Beijing D1 Special Venue,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Beijing%20D1%20Special%20Venue%2C%20Beijing%2C%20China,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
tw-taichung-lihpao-racing-park-tdgp2-2026-route-1,tw-taichung-lihpao-racing-park-tdgp2-2026,competition-course,A,2026 TDGP2 Round 1 Top 32 live,Funcity,https://www.youtube.com/watch?v=gg0e_LsPTS4,,2026-08-17,full event livestream; repeated complete runs,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Funcity,Do not use as a traceable drawing substrate.
tw-taichung-lihpao-racing-park-tdgp2-2026-venue,tw-taichung-lihpao-racing-park-tdgp2-2026,venue-map-only,A,OpenStreetMap context search — Lihpao Racing Park,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Lihpao%20Racing%20Park%2C%20Taichung%2C%20Taiwan,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
br-londrina-autodromo-internacional-ayrton-s-ultimate-drift-2023-route-1,br-londrina-autodromo-internacional-ayrton-s-ultimate-drift-2023,competition-course,S,Ultimate Drift Londrina 2023 official battles,Ultimate Drift,https://www.youtube.com/watch?v=6WzEEN6vY4Y,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Ultimate Drift,Do not use as a traceable drawing substrate.
br-londrina-autodromo-internacional-ayrton-s-ultimate-drift-2023-identity,br-londrina-autodromo-internacional-ayrton-s-ultimate-drift-2023,event-identity,S,Brazilian ASN championship recognition,official organizer / sanctioning body,https://www.cba.org.br/noticias/noticiasinfo/2699/trofeu-cba-campeoes-e-vice-campeoes-de-drift,,2026-08-17,named event/round/venue section,"event name, year, round, venue and organized competition status",reference-only,official identity,
br-londrina-autodromo-internacional-ayrton-s-ultimate-drift-2023-venue,br-londrina-autodromo-internacional-ayrton-s-ultimate-drift-2023,venue-map-only,A,OpenStreetMap context search — Autodromo Internacional Ayrton Senna,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Autodromo%20Internacional%20Ayrton%20Senna%2C%20Londrina%2C%20Brazil,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
ar-buenos-aires-autodromo-juan-y-oscar-galvez-drift-sudamerica-2017-route-1,ar-buenos-aires-autodromo-juan-y-oscar-galvez-drift-sudamerica-2017,competition-course,B,Formula Drift Sudamerica Buenos Aires 2017,Marcelo Sosa,https://www.youtube.com/watch?v=UVeogwoeC58,,2026-08-17,full programme or complete clip; repeated complete judged runs; exact frame timecode to be pinned during blind review,"event identity, actual judged segment, start-to-finish order and direction as visible/described",reference-only; no redistribution,Marcelo Sosa,Do not use as a traceable drawing substrate.
ar-buenos-aires-autodromo-juan-y-oscar-galvez-drift-sudamerica-2017-route-2,ar-buenos-aires-autodromo-juan-y-oscar-galvez-drift-sudamerica-2017,competition-course corroboration,B,Drift Sudamerica at Galvez event footage,Track Day Argentina,https://www.youtube.com/watch?v=t5nUHysJxrc,,2026-08-17,00:00–11:00 independent event coverage,independent corroboration of course sequence and/or event identity,reference-only; no redistribution,Track Day Argentina,Required where the primary route source is B tier.
ar-buenos-aires-autodromo-juan-y-oscar-galvez-drift-sudamerica-2017-venue,ar-buenos-aires-autodromo-juan-y-oscar-galvez-drift-sudamerica-2017,venue-map-only,A,OpenStreetMap context search — Autodromo Juan y Oscar Galvez,OpenStreetMap contributors,https://www.openstreetmap.org/search?query=Autodromo%20Juan%20y%20Oscar%20Galvez%2C%20Buenos%20Aires%2C%20Argentina,,2026-08-17,map context only; resolve stable OSM object/relation before geometry extraction,venue/street context only; does not prove the drift competition course,ODbL; attribution required for derived geometry,OpenStreetMap,Explicitly prohibited as sole evidence of the actual competition route.
